BedrockFileName,JavaFileName,MatchType
ui\cartography_table_glass.png,No match,No match
ui\cartography_table_map.png,No match,No match
ui\cartography_table_zoom.png,No match,No match
ui\Caution.png,No match,No match
ui\cell_image.png,No match,No match
ui\cell_image_darkgrey.png,No match,No match
ui\cell_image_invert.png,No match,No match
ui\cell_image_lock.png,No match,No match
ui\cell_image_normal.png,No match,No match
ui\cell_image_red.png,No match,No match
ui\ChainSquare.png,No match,No match
ui\chat_down_arrow.png,No match,No match
ui\chat_keyboard.png,No match,No match
ui\chat_keyboard_hover.png,No match,No match
ui\chat_send.png,No match,No match
ui\check.png,No match,No match
ui\checkboxFilledYellow.png,No match,No match
ui\checkboxUnFilled.png,No match,No match
ui\checkbox_check.png,No match,No match
ui\checkbox_checkDisabled.png,No match,No match
ui\checkbox_checkHover.png,No match,No match
ui\checkbox_check_locked.png,No match,No match
ui\checkbox_filled.png,No match,No match
ui\checkbox_filled_disabled.png,No match,No match
ui\checkbox_filled_hover.png,No match,No match
ui\checkbox_space.png,No match,No match
ui\checkbox_spaceDisabled.png,No match,No match
ui\checkbox_spaceHover.png,No match,No match
ui\checkbox_space_locked.png,No match,No match
ui\check_green_white.png,No match,No match
ui\cherry_sign.png,No match,No match
ui\chevron_grey_left.png,No match,No match
ui\chevron_grey_right.png,No match,No match
ui\chevron_left.png,No match,No match
ui\chevron_new_grey_right.png,No match,No match
ui\chevron_new_white_right.png,No match,No match
ui\chevron_right.png,No match,No match
ui\chevron_white_down.png,No match,No match
ui\chevron_white_up.png,No match,No match
ui\classic-button-hover.png,No match,No match
ui\classic-button-pressed.png,No match,No match
ui\classic-button.png,No match,No match
ui\classic_skin_comp.png,No match,No match
ui\classrooms_icon.png,No match,No match
ui\clickable_overlay.png,No match,No match
ui\clickable_overlay_inverse.png,No match,No match
ui\clock.png,No match,No match
ui\close_button_default.png,No match,No match
ui\close_button_default_compact.png,No match,No match
ui\close_button_default_light.png,No match,No match
ui\close_button_hover.png,No match,No match
ui\close_button_hover_compact.png,No match,No match
ui\close_button_hover_light.png,No match,No match
ui\close_button_pressed.png,No match,No match
ui\close_button_pressed_compact.png,No match,No match
ui\close_button_pressed_light.png,No match,No match
ui\close_X_button.png,No match,No match
ui\close_X_button_hover.png,No match,No match
ui\cloud_only_storage.png,No match,No match
ui\cointier_backdrop.png,No match,No match
ui\coin_bevel.png,No match,No match
ui\coin_button_borderless.png,No match,No match
ui\coin_button_borderless_pressed.png,No match,No match
ui\color_picker.png,No match,No match
ui\color_plus.png,No match,No match
ui\comment.png,No match,No match
ui\common-classic_hover.png,No match,No match
ui\common-classic_hover_1.png,No match,No match
ui\common-classic_toggle_checked_state.png,No match,No match
ui\common-classic_toggle_unchecked_state.png,No match,No match
ui\conduit_power_effect.png,No match,No match
ui\confirm.png,No match,No match
ui\control.png,No match,No match
ui\controller_glyph.png,No match,No match
ui\controller_glyph_color.png,No match,No match
ui\controller_glyph_color_switch.png,No match,No match
ui\controller_glyph_switch.png,No match,No match
ui\control_gray.png,No match,No match
ui\control_white.png,No match,No match
ui\copy.png,No match,No match
ui\crafter_item_border.png,No match,No match
ui\crafting_table.png,No match,No match
ui\craft_toggle_off.png,No match,No match
ui\craft_toggle_off_hover.png,No match,No match
ui\craft_toggle_on.png,No match,No match
ui\craft_toggle_on_hover.png,No match,No match
ui\CreateNewProject.png,No match,No match
ui\CreateNewWorld.png,No match,No match
ui\creative_icon.png,No match,No match
ui\creator_glyph.png,No match,No match
ui\creator_glyph_color.png,No match,No match
ui\crossout.png,No match,No match
ui\csbBannerBackground.png,No match,No match
ui\csbButtonContent.png,No match,No match
ui\csbButtonContentHover.png,No match,No match
ui\csbButtonContentPressed.png,No match,No match
ui\csbChevronArrowLarge.png,No match,No match
ui\csb_animated_banner_default.png,No match,No match
ui\csb_animated_banner_hover.png,No match,No match
ui\csb_button_borderless_default.png,No match,No match
ui\csb_button_borderless_hover.png,No match,No match
ui\csb_button_borderless_hover_pressed.png,No match,No match
ui\csb_button_borderless_pressed.png,No match,No match
ui\csb_faq_bee.png,No match,No match
ui\csb_faq_fox.png,No match,No match
ui\csb_faq_horse.png,No match,No match
ui\csb_faq_parrot.png,No match,No match
ui\csb_faq_pig.png,No match,No match
ui\csb_filter_gradient.png,No match,No match
ui\csb_filter_particles.png,No match,No match
ui\csb_particles.png,No match,No match
ui\csb_purchase_amazondevicewarning.png,No match,No match
ui\csb_purchase_error.png,No match,No match
ui\csb_purchase_warning.png,No match,No match
ui\csb_sparkles.png,No match,No match
ui\csb_title.png,No match,No match
ui\csb_welcome_3x5.png,No match,No match
ui\csb_welcome_3x6.png,No match,No match
ui\cursor.png,No match,No match
ui\cursor_gamecore.png,No match,No match
ui\cursor_pc.png,No match,No match
ui\dark.png,No match,No match
ui\DarkBannerNoBorder.png,No match,No match
ui\dark_bg.png,No match,No match
ui\dark_minus.png,No match,No match
ui\dark_plus.png,No match,No match
ui\debug_glyph.png,No match,No match
ui\debug_glyph_color.png,No match,No match
ui\default_indent.png,No match,No match
ui\default_world.png,No match,No match
ui\deop.png,No match,No match
ui\dev_glyph.png,No match,No match
ui\dev_glyph_color.png,No match,No match
ui\dialog_background_hollow_1.png,No match,No match
ui\dialog_background_hollow_2.png,No match,No match
ui\dialog_background_hollow_3.png,No match,No match
ui\dialog_background_hollow_4.png,No match,No match
ui\dialog_background_hollow_4_thin.png,No match,No match
ui\dialog_background_hollow_5.png,No match,No match
ui\dialog_background_hollow_6.png,No match,No match
ui\dialog_background_hollow_7.png,No match,No match
ui\dialog_background_hollow_8.png,No match,No match
ui\dialog_background_opaque.png,No match,No match
ui\dialog_background_opaque_overlap_bottom.png,No match,No match
ui\dialog_bubble.png,No match,No match
ui\dialog_bubble_point.png,No match,No match
ui\dialog_divider.png,No match,No match
ui\disabledButton.png,No match,No match
ui\disabledButtonNoBorder.png,No match,No match
ui\dismount.png,No match,No match
ui\dismount_pressed.png,No match,No match
ui\divider.png,No match,No match
ui\divider2.png,No match,No match
ui\divider3.png,No match,No match
ui\download_backup.png,No match,No match
ui\down_arrow.png,No match,No match
ui\down_tip_Chevron.png,No match,No match
ui\dressing_room_animation.png,No match,No match
ui\dressing_room_banner.png,No match,No match
ui\dressing_room_capes.png,No match,No match
ui\dressing_room_customization.png,No match,No match
ui\dressing_room_skins.png,No match,No match
ui\dropDownHoverBG.png,No match,No match
ui\dropDownSelectBG.png,No match,No match
ui\dropdown_background.png,No match,No match
ui\dropdown_chevron.png,No match,No match
ui\dropdown_chevron_up.png,No match,No match
ui\dust_selectable_1.png,No match,No match
ui\dust_selectable_2.png,No match,No match
ui\dust_selectable_3.png,No match,No match
ui\dust_unselectable_1.png,No match,No match
ui\dust_unselectable_2.png,No match,No match
ui\dust_unselectable_3.png,No match,No match
ui\easily_visible_creeper.png,No match,No match
ui\editIcon.png,No match,No match
ui\edit_box_indent.png,No match,No match
ui\edit_box_indent_hover.png,No match,No match
ui\effect_background.png,No match,No match
ui\elipses.png,No match,No match
ui\emote_empty_0.png,No match,No match
ui\emote_empty_1.png,No match,No match
ui\emote_empty_2.png,No match,No match
ui\emote_empty_3.png,No match,No match
ui\emote_empty_4.png,No match,No match
ui\emote_empty_5.png,No match,No match
ui\emote_wheel_base.png,No match,No match
ui\emote_wheel_select_0.png,No match,No match
ui\emote_wheel_select_1.png,No match,No match
ui\emote_wheel_select_2.png,No match,No match
ui\emote_wheel_select_3.png,No match,No match
ui\emote_wheel_select_4.png,No match,No match
ui\emote_wheel_select_5.png,No match,No match
ui\emote_wheel_updated_base.png,No match,No match
ui\emote_wheel_updated_select_0.png,No match,No match
ui\emote_wheel_updated_select_1.png,No match,No match
ui\emote_wheel_updated_select_2.png,No match,No match
ui\emote_wheel_updated_select_3.png,No match,No match
ui\emptyBar.png,No match,No match
ui\emptyStar.png,No match,No match
ui\emptyStarFocus.png,No match,No match
ui\empty_armor_slot_boots.png,No match,No match
ui\empty_armor_slot_chestplate.png,No match,No match
ui\empty_armor_slot_helmet.png,No match,No match
ui\empty_armor_slot_leggings.png,No match,No match
ui\empty_armor_slot_shield.png,No match,No match
ui\empty_horse_slot_armor.png,No match,No match
ui\empty_horse_slot_saddle.png,No match,No match
ui\empty_llama_slot_carpet.png,No match,No match
ui\empty_progress_bar.png,No match,No match
ui\empty_stack_progress_bar.png,No match,No match
ui\enable_editor.png,No match,No match
ui\Envelope.png,No match,No match
ui\ErrorGlyph.png,No match,No match
ui\ErrorGlyph_small.png,No match,No match
ui\ErrorGlyph_small_hover.png,No match,No match
ui\experiencebarempty.png,No match,No match
ui\experiencebarfull.png,No match,No match
ui\experiencenub.png,No match,No match
ui\experience_bar_empty_blue.png,No match,No match
ui\experience_bar_full_blue.png,No match,No match
ui\experience_bar_full_white.png,No match,No match
ui\experience_bar_nub_blue.png,No match,No match
ui\external_link.png,No match,No match
ui\Feedback.png,No match,No match
ui\feedIcon.png,No match,No match
ui\feed_background.png,No match,No match
ui\filledBar.png,No match,No match
ui\filledStar.png,No match,No match
ui\filledStarFocus.png,No match,No match
ui\filled_progress_bar.png,No match,No match
ui\fire_resistance_effect.png,No match,No match
ui\first_craft_desktop.png,No match,No match
ui\first_craft_mobile.png,No match,No match
ui\first_of_three.png,No match,No match
ui\first_of_two.png,No match,No match
ui\flame_empty_image.png,No match,No match
ui\flame_full_image.png,No match,No match
ui\flyingascend.png,No match,No match
ui\flyingascend_pressed.png,No match,No match
ui\flyingdescend.png,No match,No match
ui\flyingdescend_pressed.png,No match,No match
ui\flyout.png,No match,No match
ui\focus_border_selected.png,No match,No match
ui\focus_border_white.png,No match,No match
ui\freeze_heart.png,No match,No match
ui\freeze_heart_flash.png,No match,No match
ui\freeze_heart_flash_half.png,No match,No match
ui\freeze_heart_half.png,No match,No match
ui\free_download.png,No match,No match
ui\free_download_symbol.png,No match,No match
ui\Friend1.png,No match,No match
ui\friend1_black_outline.png,No match,No match
ui\friend1_black_outline_2x.png,No match,No match
ui\Friend2.png,No match,No match
ui\FriendsDiversity.png,No match,No match
ui\FriendsIcon.png,No match,No match
ui\friend_glyph.png,No match,No match
ui\friend_glyph_desaturated.png,No match,No match
ui\gamepad_icon_button.png,No match,No match
ui\gamepad_icon_dpad.png,No match,No match
ui\gamepad_icon_left_bumper.png,No match,No match
ui\gamepad_icon_left_trigger.png,No match,No match
ui\gamepad_icon_right_bumper.png,No match,No match
ui\gamepad_icon_right_trigger.png,No match,No match
ui\gamepad_icon_thumbstick.png,No match,No match
ui\gamerpic.png,No match,No match
ui\gamerpic_bevel.png,No match,No match
ui\gamerpic_bevel_hover.png,No match,No match
ui\gamerscore.png,No match,No match
ui\gameTipArrow_down.png,No match,No match
ui\gameTipArrow_left.png,No match,No match
ui\gameTipArrow_right.png,No match,No match
ui\gameTipArrow_up.png,No match,No match
ui\gameTipBorder.png,No match,No match
ui\gear.png,No match,No match
ui\generic_14x14_face_button_down.png,No match,No match
ui\generic_14x14_face_button_left.png,No match,No match
ui\generic_14x14_face_button_right.png,No match,No match
ui\generic_14x14_face_button_up.png,No match,No match
ui\generic_bumper_left.png,No match,No match
ui\generic_bumper_right.png,No match,No match
ui\generic_dpad.png,No match,No match
ui\generic_dpad_down.png,No match,No match
ui\generic_dpad_left.png,No match,No match
ui\generic_dpad_right.png,No match,No match
ui\generic_dpad_up.png,No match,No match
ui\generic_face_button_down.png,No match,No match
ui\generic_face_button_left.png,No match,No match
